DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201505315,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1900,15,N Hollywood,1504,1,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,7300    HINDS                        AV,,34.203,-118.3911
221819702,10/26/2022 12:00:00 AM,10/23/2022 12:00:00 AM,1200,18,Southeast,1801,2,354,THEFT OF IDENTITY,1822 1202 0100,63,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8900    ORCHARD                      AV,,33.9565,-118.2881
221415622,08/24/2022 12:00:00 AM,08/24/2022 12:00:00 AM,2240,14,Pacific,1407,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3700    CLARINGTON                   AV,,34.0248,-118.4021
220516165,11/19/2022 12:00:00 AM,11/02/2022 12:00:00 AM,1357,5,Harbor,518,2,354,THEFT OF IDENTITY,1822 0922 0930,66,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1500    BAYPOINT                     AV,,33.7936,-118.2587
211224348,11/30/2021 12:00:00 AM,11/30/2021 12:00:00 AM,1930,12,77th Street,1257,1,210,ROBBERY,1822 0400 0416 0344,60,M,H,101.0,STREET,212.0,BOTTLE,IC,Invest Cont,210.0,,,,76TH                         ST,FIGUEROA                     ST,33.9708,-118.2827
231606829,04/01/2023 12:00:00 AM,04/01/2023 12:00:00 AM,225,16,Foothill,1637,1,310,BURGLARY,1822 0344 0352 1402,0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,8300    FOOTHILL                     BL,,34.2634,-118.3074
232111047,06/29/2023 12:00:00 AM,06/29/2023 12:00:00 AM,49,21,Topanga,2187,1,310,BURGLARY,0314,62,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,,,,21900    DE LA OSA                    ST,,34.1594,-118.6045
241106451,03/04/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1200,11,Northeast,1171,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1400    MICHELTORENA                 ST,,34.0876,-118.2759
220108388,03/15/2022 12:00:00 AM,03/15/2022 12:00:00 AM,1435,1,Central,164,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1606 0321 1822,47,M,W,101.0,STREET,,,IC,Invest Cont,421.0,,,,600 S  MAIN                         ST,,34.0453,-118.2499
231418996,10/01/2023 12:00:00 AM,09/30/2023 12:00:00 AM,120,14,Pacific,1473,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,38,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420.0,,,,7500 W  82ND                         ST,,33.9622,-118.4282
230609023,04/27/2023 12:00:00 AM,04/27/2023 12:00:00 AM,755,6,Hollywood,648,2,888,TRESPASSING,2004 1501 0910,0,X,X,909.0,MTA - RED LINE - HOLLYWOOD/WESTERN,,,IC,Invest Cont,888.0,,,,5400    HOLLYWOOD                    BL,,34.1017,-118.3072
210607012,03/14/2021 12:00:00 AM,03/14/2021 12:00:00 AM,5,6,Hollywood,667,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,1200 N  BEACHWOOD                    DR,,34.0926,-118.3212
200401007,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,700,4,Hollenbeck,411,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0329 0416 0334 1402 1822,35,F,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,998.0,,,1900 N  BROADWAY,,34.0766,-118.2228
231224701,12/11/2023 12:00:00 AM,12/09/2023 12:00:00 AM,2330,12,77th Street,1209,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4800 S  FIGUEROA                     ST,,33.9992,-118.2827
220913109,08/27/2022 12:00:00 AM,08/20/2022 12:00:00 AM,1400,9,Van Nuys,935,2,354,THEFT OF IDENTITY,1822,18,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14100    SYLVAN                       ST,,34.1847,-118.44
201710562,06/29/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1000,17,Devonshire,1764,1,310,BURGLARY,1607 0321 0344 0352,25,F,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,9300    SHIRLEY                      AV,,34.2391,-118.558
231408582,04/16/2023 12:00:00 AM,04/15/2023 12:00:00 AM,830,14,Pacific,1488,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0603 0913 0361,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",309.0,BOARD,IC,Invest Cont,230.0,,,,9000    RAMSGATE                     AV,,33.9553,-118.3827
212108856,05/13/2021 12:00:00 AM,05/13/2021 12:00:00 AM,1730,21,Topanga,2111,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 0416 1813,71,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,23000    ELKWOOD                      ST,,34.2126,-118.6278
212015644,10/13/2021 12:00:00 AM,10/12/2021 12:00:00 AM,2003,20,Olympic,2042,2,900,VIOLATION OF COURT ORDER,0913 2038,44,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900.0,,,,800 S  ST ANDREWS                   PL,,34.0564,-118.3131
231204670,01/13/2023 12:00:00 AM,01/12/2023 12:00:00 AM,1900,12,77th Street,1283,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,92ND                         ST,WESTERN                      AV,33.9527,-118.309
221409981,04/27/2022 12:00:00 AM,04/23/2022 12:00:00 AM,100,14,Pacific,1412,1,480,BIKE - STOLEN,0344,41,M,O,102.0,SIDEWALK,,,IC,Invest Cont,480.0,,,,OCEAN FRONT                  WK,NAVY                         ST,33.9958,-118.4816
231912214,07/29/2023 12:00:00 AM,07/28/2023 12:00:00 AM,2300,19,Mission,1983,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BURNET,PLUMMER,34.2249,-118.4637
241807607,03/17/2024 12:00:00 AM,03/17/2024 12:00:00 AM,945,18,Southeast,1826,1,210,ROBBERY,0945 0334 1822 0344 0325,0,X,X,403.0,DRUG STORE,207.0,OTHER KNIFE,IC,Invest Cont,210.0,,,,1600 E  103RD                        ST,,33.9485,-118.2461
220817124,11/04/2022 12:00:00 AM,10/28/2022 12:00:00 AM,1400,8,West LA,835,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 0394 1822,41,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1700 S  BENTLEY                      AV,,34.0479,-118.4433
201204709,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1050,12,77th Street,1233,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
230916684,11/24/2023 12:00:00 AM,11/24/2023 12:00:00 AM,530,9,Van Nuys,989,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13400    MOORPARK                     ST,,34.1503,-118.4249
220104652,12/22/2021 12:00:00 AM,12/19/2021 12:00:00 AM,920,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2004,29,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341.0,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
211007121,04/12/2021 12:00:00 AM,02/23/2021 12:00:00 AM,1845,10,West Valley,1029,2,354,THEFT OF IDENTITY,1822 0928,61,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,7100    HASKELL                      AV,,34.1994,-118.4749
220718379,12/29/2022 12:00:00 AM,12/28/2022 12:00:00 AM,2300,7,Wilshire,762,1,330,BURGLARY FROM VEHICLE,1606 1300 1822 0344,59,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1500 S  POINT VIEW                   ST,,34.0503,-118.3704
232013427,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,1830,20,Olympic,2071,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1500 S  VAN NESS                     AV,,34.0454,-118.3157
230806541,02/27/2023 12:00:00 AM,02/26/2023 12:00:00 AM,800,8,West LA,807,2,354,THEFT OF IDENTITY,0930 1822,35,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2400    BENEDICT CANYON              DR,,34.1126,-118.4441
221718272,12/26/2022 12:00:00 AM,12/10/2022 12:00:00 AM,1900,17,Devonshire,1745,1,310,BURGLARY,1501 1202 0344,74,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,17300    CHATSWORTH                   ST,,34.2648,-118.511
241705085,01/28/2024 12:00:00 AM,01/28/2024 12:00:00 AM,900,17,Devonshire,1781,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 0913 1803 2004,69,M,O,213.0,WAREHOUSE,221.0,GLASS,AA,Adult Arrest,230.0,,,,20100    NORDHOFF                     ST,,34.2318,-118.5711
231204752,01/14/2023 12:00:00 AM,01/14/2023 12:00:00 AM,930,12,77th Street,1245,2,901,VIOLATION OF RESTRAINING ORDER,2038 1402,29,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,998.0,,,1100 W  67TH                         ST,,33.9785,-118.2937
221612469,09/16/2022 12:00:00 AM,09/16/2022 12:00:00 AM,1400,16,Foothill,1605,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,63,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11600    REMINGTON                    ST,,34.2834,-118.3853
230611110,06/13/2023 12:00:00 AM,06/12/2023 12:00:00 AM,1800,6,Hollywood,668,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,1300 N  WESTERN                      AV,,34.0944,-118.3125
211217034,08/03/2021 12:00:00 AM,08/03/2021 12:00:00 AM,1650,12,77th Street,1211,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0346,58,M,B,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,5700    2ND                          AV,,33.9906,-118.3193
230317008,09/21/2023 12:00:00 AM,09/07/2023 12:00:00 AM,940,3,Southwest,316,1,330,BURGLARY FROM VEHICLE,1822 1307 1300 0344 1302,61,M,H,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,330.0,,,,2200 S  HARVARD                      BL,,34.0364,-118.3065
230218538,10/04/2023 12:00:00 AM,10/04/2023 12:00:00 AM,5,2,Rampart,245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1202 0334 0432 0411 2047,74,M,B,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,230.0,,,,ALVARADO                     ST,6TH                          ST,34.0595,-118.2749
241207410,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,500,12,77th Street,1255,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0408 0400 0416 0446 0913,24,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,1000 W  75TH                         ST,,33.9719,-118.2919
211007740,05/06/2021 12:00:00 AM,04/24/2021 12:00:00 AM,2025,10,West Valley,1083,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0394 0352,54,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,18500    WELLS                        DR,,34.1632,-118.5375
220305813,02/10/2022 12:00:00 AM,02/10/2022 12:00:00 AM,1415,3,Southwest,391,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1822 0334 1309 0302 0605 0450,0,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,4200 W  DON TOMASO                   DR,,34.0048,-118.3473
201909819,05/15/2020 12:00:00 AM,05/09/2020 12:00:00 AM,2200,19,Mission,1917,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344 1822,69,M,W,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,341.0,,,,14000    ASTORIA                      ST,,34.312,-118.4383
200104240,01/04/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1100,1,Central,105,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,30,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,CASANOVA                     ST,BROADWAY,34.0722,-118.2295
232009371,05/06/2023 12:00:00 AM,05/06/2023 12:00:00 AM,1230,20,Olympic,2034,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 2032,28,F,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440.0,,,,3500    WILSHIRE                     BL,,34.0617,-118.3004
240906659,03/11/2024 12:00:00 AM,03/10/2024 12:00:00 AM,1400,9,Van Nuys,939,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602,61,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,13100    VICTORY                      BL,,34.1867,-118.4181
221206686,02/20/2022 12:00:00 AM,02/20/2022 12:00:00 AM,1030,12,77th Street,1239,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0913 0432 0416 0444 2000,23,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5800    DENVER                       AV,,33.9892,-118.2838
232116222,11/09/2023 12:00:00 AM,11/09/2023 12:00:00 AM,100,21,Topanga,2136,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0447 1813 2000,28,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,7200    TOPANGA CANYON               BL,,34.201,-118.606
201504451,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1645,15,N Hollywood,1599,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307,25,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,3400    CAHUENGA                     BL,,34.1316,-118.352
211319451,11/25/2021 12:00:00 AM,11/25/2021 12:00:00 AM,600,13,Newton,1364,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 1814 0329 2000,32,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,740.0,,,,4900 S  CENTRAL                      AV,,33.9993,-118.2565
211111282,07/28/2021 12:00:00 AM,07/27/2021 12:00:00 AM,753,11,Northeast,1143,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,F,J,101.0,STREET,,,IC,Invest Cont,745.0,,,,2300    HYPERION                     AV,,34.1053,-118.2785
200605530,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,2030,6,Hollywood,646,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 1802,27,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1500 N  CAHUENGA                     BL,,34.098,-118.3295
220108651,03/20/2022 12:00:00 AM,03/19/2022 12:00:00 AM,2300,1,Central,192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,33,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1500 S  HOPE                         ST,,34.0371,-118.2672
220911974,07/29/2022 12:00:00 AM,07/29/2022 12:00:00 AM,1350,9,Van Nuys,939,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,26,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,13200    BURBANK                      BL,,34.1721,-118.4206
220612309,06/27/2022 12:00:00 AM,06/15/2022 12:00:00 AM,1,6,Hollywood,628,1,330,BURGLARY FROM VEHICLE,1300 0329 0344 1822 1601 1602,30,F,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,2200 N  BEACHWOOD                    DR,,34.1101,-118.3215
200206358,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1038,2,Rampart,245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1206 1218 2033 0411,30,M,H,109.0,PARK/PLAYGROUND,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,6TH                          ST,ALVARADO,34.0601,-118.2761
220200678,04/08/2022 12:00:00 AM,04/07/2022 12:00:00 AM,1300,2,Rampart,201,1,310,BURGLARY,1822 0344 1608,61,M,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,998.0,,,1000 N  KENMORE                      AV,,34.0895,-118.297
201510677,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1500,15,N Hollywood,1522,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,25,M,B,602.0,BANK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,13000    VICTORY                      BL,,34.1936,-118.4166
200322107,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,1455,3,Southwest,311,2,624,BATTERY - SIMPLE ASSAULT,1822 0444 0429 1309 1251,31,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,BLACKWELDER                  ST,HAUSER                       BL,34.0287,-118.3641
240404549,01/18/2024 12:00:00 AM,01/15/2024 12:00:00 AM,1100,4,Hollenbeck,456,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,4TH,WABASH,34.0499,-118.2009
221820422,11/09/2022 12:00:00 AM,11/08/2022 12:00:00 AM,1,18,Southeast,1862,2,354,THEFT OF IDENTITY,0100 1822 0922,30,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,200 W  117TH                        ST,,33.9274,-118.2761
211418857,09/19/2021 12:00:00 AM,09/09/2021 12:00:00 AM,600,14,Pacific,1496,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0358 0344 1300,40,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,331.0,,,,9800    VICKSBURG                    AV,,33.9464,-118.394
232104563,01/17/2023 12:00:00 AM,12/13/2022 12:00:00 AM,1500,21,Topanga,2172,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,F,O,721.0,HIGH SCHOOL,,,IC,Invest Cont,440.0,,,,5400    VALLEY CIRCLE                BL,,34.1684,-118.6426
200516884,11/19/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1500,5,Harbor,569,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1218 0216,40,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,1100    NAGOYA                       WY,,33.7322,-118.2769
200116856,08/24/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1400,1,Central,176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0104 1822 0380,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,800    MAPLE                        AV,,34.0395,-118.2527
231016713,12/03/2023 12:00:00 AM,12/02/2023 12:00:00 AM,1600,10,West Valley,1008,1,310,BURGLARY,1822 0344 1602,51,F,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,7600    BALBOA                       BL,,34.2084,-118.5012
201608191,04/17/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1430,16,Foothill,1656,2,354,THEFT OF IDENTITY,1822 0930,37,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7800    APPERSON                     ST,,34.256,-118.3027
230401633,11/25/2023 12:00:00 AM,11/17/2023 12:00:00 AM,1830,4,Hollenbeck,412,1,310,BURGLARY,0344 1402 0321,26,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,200 N  AVENUE 25,,34.078,-118.2181
210908670,04/28/2021 12:00:00 AM,08/05/2020 12:00:00 AM,900,9,Van Nuys,914,2,813,CHILD ANNOYING (17YRS & UNDER),1259 1501,15,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,813.0,,,,6900 N  SEPULVEDA                    BL,,34.1957,-118.4662
231511710,06/30/2023 12:00:00 AM,06/28/2023 12:00:00 AM,2000,15,N Hollywood,1559,1,121,"RAPE, FORCIBLE",0527 1814 0913 1804 1402,25,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,998.0,,,5100    BILOXI                       AV,,34.1631,-118.3583
241004295,01/06/2024 12:00:00 AM,01/03/2024 12:00:00 AM,400,10,West Valley,1094,1,330,BURGLARY FROM VEHICLE,0344 1822 1300 0329,46,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4100    ALONZO                       AV,,34.1449,-118.5252
240210740,06/08/2024 12:00:00 AM,06/07/2024 12:00:00 AM,2000,2,Rampart,218,1,330,BURGLARY FROM VEHICLE,1609 1307 1300 0344 1822,31,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,LEMOYNE                      ST,PARK                         AV,34.0759,-118.2604
200117651,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,2100,1,Central,171,2,890,FAILURE TO YIELD,1501,0,X,X,101.0,STREET,,,IC,Invest Cont,890.0,,,,GEORGIA,OLYMPIC,34.0459,-118.2669
221405283,01/27/2022 12:00:00 AM,01/25/2022 12:00:00 AM,1155,14,Pacific,1452,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,39,F,W,117.0,BEACH,,,IC,Invest Cont,341.0,,,,00    LIGHTHOUSE                   ST,,33.9729,-118.4613
201711789,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1400,17,Devonshire,1799,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1810 1251,20,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,16000    PARTHENIA                    ST,,34.2284,-118.4805
230412530,09/18/2023 12:00:00 AM,09/17/2023 12:00:00 AM,1830,4,Hollenbeck,488,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8TH,LORENA,34.0216,-118.2048
201414691,07/31/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1924,14,Pacific,1406,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,3300    MOTOR                        AV,,34.024,-118.409
230818421,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,947,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2028 0325,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,442.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
202111095,07/02/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1000,21,Topanga,2134,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,SHERMAN                      WY,FARRALONE                    AV,34.201,-118.6103
221608353,05/14/2022 12:00:00 AM,05/14/2022 12:00:00 AM,1200,16,Foothill,1663,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,18,F,H,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,9400    SAN FERNANDO                 RD,,34.24,-118.3944
211416446,08/11/2021 12:00:00 AM,08/02/2021 12:00:00 AM,1900,14,Pacific,1483,1,480,BIKE - STOLEN,0344,26,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,7200 W  MANCHESTER                   AV,,33.9597,-118.4201
201819934,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1420,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1822 1310 0450,22,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,998.0,,,103RD                        ST,MAIN                         ST,33.9429,-118.2739
220716851,11/22/2022 12:00:00 AM,11/21/2022 12:00:00 AM,2000,7,Wilshire,734,2,354,THEFT OF IDENTITY,1822 0930,23,M,Z,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,300 S  BURNSIDE                     AV,,34.0707,-118.3552
231418769,10/15/2023 12:00:00 AM,10/15/2023 12:00:00 AM,1430,14,Pacific,1431,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,MAIN                         ST,WESTMINSTER                  AV,33.9897,-118.4724
200812650,08/04/2020 12:00:00 AM,08/03/2020 12:00:00 AM,810,8,West LA,826,2,624,BATTERY - SIMPLE ASSAULT,0444,53,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,12000    SAN VICENTE                  BL,,34.052,-118.4742
